,user,text,classe
294,diariodopoder,Covid-19: Todas as regiões de São Paulo estão na fase amarela https://t.co/7f2Kpj3t4x #DiariodoPoder,Neutro
295,danilloadem,"só queria notícias mais relevantes na aba de covid-19 no twitter, pq é cada coisa mais óbvia que a outra... claramente notícias para idiotas",Negativo
296,LuizSouto7,"Porque será, alguém tem ideia ?
🤔🤔🤔🤔🤔

https://t.co/nmmDdscTm6",Neutro
297,radioculturafoz,"Ação integra o projeto-piloto que permite a utilização de plasma como procedimento experimental no combate ao coronavírus. A intenção é conseguir de 10 a 15 doações por dia, estabelecendo um fluxo contínuo de tratamento. https://t.co/sthjd9M5Bi",Neutro
298,Jamblos,Palestrante de covid-19 está fazendo mais propaganda do empregador dele do que sobre covid,Neutro
299,TribunaHJ,Alagoas tem mais 210 casos confirmados de Covid-19 e oito mortes nas últimas 24 horas https://t.co/JdD0lag8RP,Negativo
300,portalcatve,Covid-19: todas as regiões de São Paulo estão na fase amarela https://t.co/PG3YxS8sob,Neutro
301,ASemanaCV,Covid-19/Fogo: Ilha contabiliza mais 15 novos casos positivos aumentando para 150 o total acumulado https://t.co/NKOovBRgNd,Negativo
302,jornalhoje,"Grupo Globo está entre as empresas de mídia escolhidas para representar o trabalho da imprensa, fundamental para informar e educar a população sobre a Covid-19: https://t.co/YIbzXdYrKY #JH #JornalHoje",Neutro
303,MetapoliticaBr,"Proposta retira vacinação compulsória da lista de medidas de combate à Covid-19
 Texto altera a lei de enfrentamento da emergência de saúde pública decorrente do novo coronavírus https://t.co/QfnAdsFRwI via Agência Câmara de Notícias",Neutro
304,_VIANEWS,Temos novidade quentinha na VIANEWS: vencemos a premiação Sabre Awards Latin America! O projeto “Zoom: Connecting People During the Covid-19 Pandemic” foi o grande vencedor da categoria Gerenciamento de Crise. Saiba mais sobre a premiação no blog: https://t.co/p33BDBdJJO,Positivo
305,Diniz270599,"Jogo atrasado na Feira. Ao que parece, a DGS está a indicar que os jogadores do Chaves devem fazer quarentena, depois de ter estado em contacto com os 4 elementos infectados pela Covid-19 #feirense #chaves #LigaPro",Neutro
306,tvcultura,"Estado vai receber 500 doses depois que a Anvisa aprovar a testagem, que deve começar no mês de outubro https://t.co/Bfa29lZHmH",Neutro
307,ClaraMOliveira_,"👀 Que confusão no Marcolino de Castro. O jogo entre o Feirense e o Chaves espera parecer da DGS para saber se pode dar o pontapé de saída. Hoje, quatro jogadores flavienses testaram positivo à Covid-19.",Neutro
308,OldSchoolDigger,"@caiohansen Estamos na torcida que não seja covid 19. 
E concordamos com a sua colocação.",Positivo
309,correio_dopovo,RS confirma 68 novos óbitos e atinge a marca de 3.997 mortes por Covid-19 https://t.co/krojg4OpvT https://t.co/SwOl9hmsSb,Negativo
310,NilvaSader,"Coronavírus: Veja quais são os sintomas e sequelas mais comuns da covid-19, segundo 60 mil pacientes https://t.co/uUriBCUTvS",Neutro
311,sagres730,Passa de 160 mil o número de casos confirmados de Covid-19 em Goiás; SES-GO registrou 90 novas mortes https://t.co/G2p3FlJBbY,Negativo
312,oflumealucina,"@johnwaynefds @Luc7Nascimento @UrubuTT_ @PedroClaudioth A lusa discorda. As papeletas amarelas e o Wright também. Ahhh e o seu é o único time que teve acidente na base, por negligência do clube e único time que teve baixa por Covid 19.",Neutro
313,br_domingos,"A epidemia de ""desta feita"" com conotação de ""desta forma"" e ""destarte"" alastra-se mais rápido que COVID-19... Feita nessa locução é ocasião/oportunidade. Parem de escrever ""desta feita"" para dizer desta forma.",Neutro
314,naotenhoalcunha,Só no mês de julho morreram mais pessoas por causa da vaga de calor do que desde março até agora por causa do covid 19...alguém fala disso? Não. Desdo início do ano até agora morreram mais pessoas de gripe do que de covid 19 ate agora... A TV fala disso? Não. +,Negativo
315,tvi24ultimas,Covid-19: desde 16 de abril que Portugal não tinha tantos infetados num dia https://t.co/A7kA6mHtMp,Neutro
316,tvi24pt,Covid-19: desde 16 de abril que Portugal não tinha tantos infetados num dia https://t.co/pa76H8fvC3,Neutro
317,rdplanalto,"Passo Fundo registra 140 óbitos em decorrência da Covid-19

https://t.co/SHOpb3iLpF",Negativo
318,noticiaaominuto,Covid-19: Angola anuncia mais 62 novos casos e uma morte https://t.co/mYJvih4Rqu #mundoaominuto,Negativo
319,johnnysantos420,"NOSSO(A) CRIADOR(A)  TINHA QUE COLOCAR UMA CATÁSTROFE MUNDIAL ALÉM DO COVID-19 PARA POR EM EXTINÇÃO LOGO DE VEZ A RAÇA HUMANA.
 NÃO PASSAMOS DE UM VÍRUS QUE DESTRÓI A NATUREZA 😢👊😡😪🥱",Negativo
320,XHportugues,Autoridades de São Paulo preveem início de vacinação contra #COVID-19 no #Brasil em janeiro https://t.co/vNGVzvqnLM https://t.co/jab5KWYFoM,Neutro
321,Radiocidade997,Vacina contra a Covid-19 que não usa vírus será testada https://t.co/58XZrzDp6V,Neutro
322,Sandrairia1,"@GuilhermeBoulos Sobe o arroz e o feijão e o Bozo diminui o auxílio de 600 pra 300.
Ele não acha suficiente o número de mortos por covid 19, quer matar mais gente pela fome?",Negativo
323,niharu00,Eu juro que se eu ver alguém que não usava máscara  na fila da vacina pro covid-19 antes eu meto a porrada pro infeliz sair da frente https://t.co/bDFUJp4ZTv,Negativo
324,teamocaruaru,Rússia diz que vacina contra covid-19 para o Brasil pode chegar em novembro https://t.co/hUeTdAnl5v https://t.co/Uv665It99r,Positivo
325,semanariov,Vila Verde. Subiu para 87 os casos ativos de Covid-19 no surto do concelho https://t.co/da2S2eGj0s,Negativo
326,oflumealucina,"@Luandepaula20 @brendaletticiaa @fredaosoares https://t.co/Bw5nhnD6hr

Pergunta para ela o que ela achou quando o time dela jogou contra 4 infectados?",Neutro
327,JRicardoAdaCru1,"Fred, do Fluminense, testa positivo para Covid-19 | fluminense | ge https://t.co/Wc59rRQOD5 
Brasília/D.F.
E JÁ SE ESTÁ EM SETEMBRO!!!!",Negativo
328,MarciaR80021414,"￼A virologista chinesa Dr. Li-Meng Yan, na foto, é uma virologista e denunciante que acredita que o governo chinês e a Organização Mundial da Saúde sabiam da transmissão de COVID-19 de pessoa para pessoa muito antes do relatado",Neutro
329,MarciaR80021414,A Dra. Yan afirmou que os relatórios de que o Covid-19 se originou em um mercado úmido em Wuhan são uma “cortina de fumaça” e que ela planeja publicar um relatório que afirma ter evidências de que o vírus é feito pelo homem.,Neutro
330,radiotupi,"Estado do Rio registra 5.640 novos casos da Covid-19 em 24 horas

LINK: https://t.co/JWDNrAbeV9 https://t.co/KoPpAbSUyG",Neutro
331,EdmirChedid,"Olá, amigos! Depois do tratamento médico e da quarentena, recebi alta e estou devidamente recuperado da Covid-19. Muito obrigado a todos pelo apoio e orações! https://t.co/hU08H8BeUD",Positivo
332,yasminmchugh_,"Meu pai testou positivo pro Covid-19, e eu to mal pra caralho. O pior de td é que ele é do grupo de risco. Eu to odiando esse ano, EU ODEIO 2020.",Negativo
333,augustodiniz,"Nos 11 primeiros dias de setembro, até as 14h20 de hoje, a SES-GO confirmou a morte de 667 pessoas por Covid-19 em Goiás. Em todo o mês de agosto, o total de vítimas chegou a 1.438 em 31 dias no Estado. Até 11 de setembro, atingimos 46,38% das mortes pela doença no mês passado",Negativo
334,brpolitico,"A taxa era de 13,6% na semana anterior, segundo a Pnad Covid-19 https://t.co/LBvRYCjs9E",Neutro
335,GloboNews,"O IBC, maior congresso de mídia e tecnologia da Europa, homenageou o jornalismo feito por TVs de todo mundo na cobertura da pandemia de Covid-19 com a entrega do prêmio honra internacional por excelência: https://t.co/2YmMOM6aEk #Estudioi #GloboNews",Neutro
336,PeresVenceslau,"MEUS IRMÃOS BRASILEIROS, NÃO ABUSEM DA FLEXIBILIZAÇÃO!...O CONSÓRCIO DE VEÍCULOS DE IMPRENSA, MOSTRA NO SEU BELO TRABALHO, QUE, HÁ UMA TENDÊNCIA DE QUEDA NA MORTALIDE DOS AFETADOS PELA COVID 19; MAS, MANTENHAM-SE VIGILANTES... AINDA ESTAMOS NA CRISTA DA ONDA!!!
DR. PERES. https://t.co/FzKHUWS64t",Positivo
337,IdeiasII,"Coisas de Ingleses...!
https://t.co/aeUttiKY7n",Neutro
338,Viana69R,Já não posso ouvir falar em coronavírus e Covid-19. PQP os chineses 😡🤬,Negativo
339,meiahora,"A cúpula da emissora já estaria em contato com as principais empresas que estão testando as doses.
#MeiaHora 

https://t.co/Nk16t8KTqa",Neutro
340,DIARINHO,Blog do JC: Loirosa Luzia Coppi pega covid-19 - https://t.co/H0JTK9iQXw https://t.co/lK8yUMJpmL,Neutro
341,jpjornal,"Piracicaba registra 13.196 casos confirmados, 11.402 casos recuperados e 311 óbitos por covid-19
https://t.co/QkFOzYGC1J",Neutro
342,oflumealucina,"@Luandepaula20 @fredaosoares @brendaletticiaa https://t.co/Bw5nhnD6hr

Coloca essa notícia aqui que o Flamengo jogou contra um time com 4 infectados, positivados. E aí teve algum tweet dele?",Neutro
343,GomesGrpjr40,@tah_viapiana Meus sinceros sentimentos. Que Deus dê luz salvação e misericórdia pela alma do seu tio. Tb perdi minha Mãe e primo por causa do COVID-19.,Negativo
344,clickriomafra,"As aulas retornarão à sua normalidade “somente e tão somente quando o Estado e a Secretaria de Saúde confirmarem que as condições sanitárias em Santa Catarina, em relação à COVID-19 permitam uma volta com segurança para todos”. https://t.co/D8bHqUY53I",Neutro
345,brasil247,"China já vacinou “centenas de milhares” contra Covid-19, diz Wall Street Journal
https://t.co/7BTaLDczQn",Neutro
346,tudopopbrasil,São Paulo registra 234 mortes por covid-19 em um dia https://t.co/hQysI2yJh2,Negativo
347,aprovinciadopa,"De volta ao batente e tocando algumas produções que precisaram ser interrompidas por conta da pandemia do novo coronavírus, a Rede Globo pretende comprar a vacina contra a Covid-19 para imunizar todo o seu elenco. https://t.co/qq0WfsSdap https://t.co/zfEzr9MFJ5",Neutro
348,paulotitanio,"@SargentoFAHUR Que vírus é este? Pior que o covid 19, é a corroção cerebral.",Negativo
349,Lusa_noticias,Covid-19: Angola anuncia mais 62 novos casos e uma morte - https://t.co/1paeNy7pmZ https://t.co/cYfoZxgGrT,Negativo
350,z3eiroz,"ou você fala que a fome é uma pandemia tão grave quanto a COVID-19 ou você fala que todo mundo tem um celular, meu pesquisador",Neutro
351,KORTNEY_FOXX,"Covid-19 podia ir embora de uma vez por todas né ? Não to aguentando mais ficar dentro de casa sem fazer porra nehuma,to morta de ficar fazendo comida,limpando casa e etc... nada mudaaaa mesma rotina desde março jesus,quem guenta. Mas sigo firme aqui respeitando a 40rentena",Negativo
352,gaudiumpress,"Cardeal Tagle testa positivo para a Covid-19
O teste foi realizado nas Filipinas, onde o Cardeal chegou e agora se encontra isolado e se rastreia as pessoas com quem ele teve contato.

https://t.co/HysoSeq8Cb",Negativo
353,kaellerkaren,"É muito ruim, não sinto mais gosto das coisas como antes, parece q td comida tá ruim 

 Recuperados de Covid-19 sentem sequelas no olfato, paladar e até raciocínio por meses  https://t.co/ZbpDHvANcF",Negativo
354,LiliBeggiato1,Covid-19: qual o risco de contágio que cada atividade oferece? - BBC News Brasil https://t.co/iTgLZmuFDm,Neutro
355,aredacao,Covid-19: Goiás registra 3.838 novos casos e 90 mortes em um dia. Estado soma 3.717 óbitos pela doença https://t.co/Z5pPtYQphW https://t.co/g1vFbdlh4f,Negativo
356,carolinatre,"Reportagem sobre como se sentem pessoas q perderam entes queridos por covid-19 pq Trump escondeu a gravidade e mentiu. Pessoas tomam decisões com base nas informações da mais alta autoridade do país. Lá, como cá, presidentes têm q ser responsáveis. Ou são cúmplices nas mortes. https://t.co/jRGv3JdHcP",Negativo
357,feteccutcn,"#SEEBACRE
Decisão judicial mantém direitos garantidos em liminar e amplia grupos de #bancários que terão direito ao trabalho remoto em razão da pandemia de Covid-19. 
#FetecCUTCN #Bancários
https://t.co/P6RP3mP4Ju",Neutro
358,danielusatwiter,Nem estudei nem colei e passei nesse teste do Covid-19 😎 https://t.co/SIlRx57cG8,Positivo
359,uinstante,"Com quase 130 mil mortos por Covid-19, Bolsonaro diz que Brasil está “praticamente vencendo” a pandemia https://t.co/FkC5amQvwJ Siga @uinstante",Neutro
360,jornalodia,"A cúpula da emissora já estaria em contato com as principais empresas que estão testando as doses.
#ODia 

https://t.co/vhgBeNVF3X",Neutro
361,coelhoosvaldo3,"@OliverStuenkel Prometemos melhorar e retornar ao 1º lugar em 2021.
Este so perdeu para o 1º ano devido ao Covid-19",Positivo
362,JdLuxemburgo,Covid-19: Mais de 9.000 casos em França pelo segundo dia consecutivo https://t.co/5Fxr42yFjr,Negativo
363,generosomarcelo,"Segundo o defensor público Rafael Barbosa, momento é inadequado para a reintegração, em função da pandemia de Covid-19 https://t.co/am5I6gu9Rr",Neutro
364,observadorpt,Covid-19. Polícias com “orientações muito precisas” para intervir em casos de ajuntamentos https://t.co/sL4gpPBVkD,Neutro
365,IgorGuiDias,"Vacina compulsória contra a COVID-19. Sim, é possível, ao contrário do que o Presidente disse recentemente.
https://t.co/gYCf3MgYUT",Neutro
366,semanariov,Guimarães quer uso de máscara nas ruas devido ao aumento de casos Covid-19 https://t.co/4xHA0Rzfhc,Neutro
367,Gab20207,@FranciscoAMX @ronaldocaiado Morreu muita gente de várias causas. Isso não diminui e nem aumenta o número de óbitos pela COVID-19. Não subestime o vírus. Ele mata e a perda dói em quem ama e incomoda quem tem empatia,Negativo
368,CNNBrBusiness,"A Apple Face Mask (não, ela não se chama iMask) foi criada dentro de casa, na própria sede da empresa em Cupertino, na Califórnia; entenda
https://t.co/C1yDGZnjbD",Neutro
369,covid_19_brasil,"🇧🇷 Boletim do COVID-19 da tarde de hoje (11/09)

✝️ 290 novas mortes
🤒 11 mil novos casos
🙏🏻 0 novas pessoas recuperadas",Neutro
370,lucasnegrisoli,"Por fim, os infectologistas do comitê de enfrentamento à Covid-19 na capital alertaram que medidas de isolamento, distanciamento e uso de máscaras são essenciais

Há condições para que uma 2ª onda da pandemia de coronavírus atinja BH, alertou o epidemiologista Unaí Tupinambás",Neutro
371,SenadinhoM,Covid-19: 242 pacientes estão internados em leitos críticos e clínicos https://t.co/tjrwNEEUEh,Negativo
372,lucasnegrisoli,"Com indicadores todos no nível verde pela primeira vez em meses, a prefeitura decidiu destinar parte dos leitos de enfermaria e UTI exclusivos para Covid-19 a outros fins",Positivo
373,DiasporaEngager,"ONU quer cooperação global em vacinas contra Covid-19. 
Neste Destaque ONU News Especial, a responsáve... https://t.co/LmASBOeZcv",Neutro
374,DiasporaNews123,"ONU quer cooperação global em vacinas contra Covid-19. 
Neste Destaque ONU News Especial, a responsáve... https://t.co/D7VQdrstei",Neutro
375,grupoiagsaude,"Módulo novo! 🙋‍♀️ 

Com o IVSB Covid-19, o ecossistema da Plataforma Valor em Saúde Brasil consegue comparar e aprimorar a assistência entregue por seus hospitais ou redes prestadoras.

Conheça: https://t.co/FLcxGz6TIP
#valoremsaúde #covid19 #entregadevalor https://t.co/egHvIc6y4D",Neutro
376,P_Enfermagem,"China autoriza testes em humanos de vacina por spray nasal contra covid-19. Leia + no Portal da Enfermagem: https://t.co/3lg1OnUsHa
#china #testes #vacinaporspraynasal #covid19 https://t.co/BTMpzHxuI4",Neutro
377,BrasilEFE,"Medidas para atenuar pobreza por #COVID19 não bastam, afirma relator da #ONU
https://t.co/bo9ApoGY4O",Neutro
378,correio,Covid-19: Estudo americano indica que vírus pode invadir o cérebro https://t.co/nrHOC3ngFi https://t.co/OVu6lhQcNe,Negativo
379,FelipeAlb_BR,"Gostaria de agradecer a todos e a todas que desejaram melhoras e uma boa recuperação à minha mãe. Também àqueles(as) que se dispuseram a orar e pedir à Deus que ela vencesse a Covid-19. Muitos não conheço, mas mesmo assim, de coração, recebam meus agradecimentos.

Muito obrigado! https://t.co/oHPB9qDnCE",Positivo
380,vane_seidel,"Eu fico indgnada com as pessoas que postam "" olha lá a turminha do fica em casa reclamando do preço da comida"". Meu querido levante as mãos pro céu e agradeça, pela sua ignorância não ter causado nenhum caso de covid-19 na sua família, por não ter perdido parente, por não  morrer",Negativo
381,oflumealucina,"@Dryzinho_praero https://t.co/Bw5nhnD6hr

Fica calmo, Flamengo jogou contra 4 jogadores infectados, e não foi problema nenhum né?",Neutro
382,umacoisal3,ao vivo: Pedro faz entrevista com ex infectada da covid 19 para provar que Diogo pode ter covid.,Neutro
383,agencialupa,❌ A informação é FALSA. Não há publicações na imprensa de que Dilma Rousseff tenha dito algo desse tipo sobre rodízio de alunos e professores ou mesmo retorno às aulas durante a pandemia da Covid-19. Leia: https://t.co/tTnrnsoK8t. #CoronaVirusFacts #DatosCoronaVirus https://t.co/aTeJCQpYF8,Neutro
384,adsomozrt,"pqp ela realmente tá falando que deus cura covid-19?????? oq vcs tem contra médicos, cara????? https://t.co/tD05ttWjjS",Negativo
385,fernando_ncf,@GabrielCBrasil Ele propôs ou ele sofreu pressão covarde? Pq muda tudo. Fez 2 reformas já. Gestão razoavelmente boa do COVID-19.,Negativo
386,augustodiniz,"A SES-GO ainda não divulgou o boletim das 15h com a atualização de mortes e casos confirmados por Covid-19 nas últimas 24 horas. Mas até 14h20, Goiás voltou a superar 100 óbitos pela doença em um dia, com 134 vítimas. O Estado chegou nesta sexta-feira (11/9) a 3.761 mortes",Negativo
387,tatianepina,"Bolsonaro tem defendido que o Brasil se tornou uma referência no combate à crise de saúde provocada pela covid-19, ignorando ou minimizando estatísticas da doença no país. https://t.co/RmQlhe2qrn",Positivo
388,_PTK10,não brotava no Chico's Bar c o Vô desde antes da Pandemia de COVID-19 😲🙌🏽🍃🔓🍻💪🏽👴🏽💎,Neutro
389,casacivilbr,"#Referência 🏥🇧🇷 | Maternidade Escola Januário Cicco, da @ufrnbr, vinculada à Rede @ebserh, do @MEC_Comunicacao, é referência para pacientes #Covid19. Foi elaborado um novo plano de contingenciamento e definido novos fluxos de atendimentos. https://t.co/CBWQuT8FhW",Positivo
390,UOLtvefamosos,Cauan diz que ficou com pulmões fracos após covid-19: 'Preciso para cantar' https://t.co/bHzGnJigk0,Negativo
391,xhwanghan,O COVID 19 ENCHENDOMKAKAKQKKQKQJQJJQJQJQJQKQKQKQKQWW https://t.co/PGBz5I364i,Neutro
392,tribunasertao,Alagoas tem 81.440 casos da Covid-19 e 1.965 óbitos. Veja mais em: Tribuna do Sertão - https://t.co/T0oxShfba8 https://t.co/BrP3vFhwZx,Negativo
393,billieativist,@owflakes @getwiithu @onlygabrie @partfavor @tnbhdzjm @abswetie @moonbadrep APAGA CARALGO ELE É DESEMPREGA E TEM TIFO COLERA HPV GONORREIRA RESFRIADI COVID 19 TUBERCULOSE APENDICITE DIABETES PRESSÃO ALTA SINDROME DE INTESTINO IRRITADO FURUNCULO NO CORPO CANDIDA HERPES SAPINHO E VARIZES,Negativo
394,marrapanarede,"Com covid-19, Madeira fará convenção online https://t.co/Hw6piBle8E",Neutro
395,Lusa_noticias,Covid-19: Partido no poder em Cabo Verde contra subsidiar testes a quem viaja para o exterior - https://t.co/Tav8mm3zaO https://t.co/RapwdwyGB6,Neutro
396,hosdecirurgia,"Desde a abertura da primeira UTI COVID-19, Gratia envia, semanalmente, para a nossa equipe linha de frente, deliciosos pães de queijos. Ao todo, já foram mais de 32 mil pães distribuídos em vários hospitais de Aracaju. 

Nossa gratidão a Gratia Nagao por tanto carinho e atenção https://t.co/i8TzhLxAJK",Neutro
397,dricodelima,"Hoje é o dia em que lembramos que temos o equivalente a  43,556264696002 aviões do 11 de Setembro em número de vítimas por Covid-19 no Brasil.

No fatídico 11 de setembro foram 2977 vítimas, segundo o Google.
No Brasil são 129.667 vítimas.",Negativo
398,Morty512,@Patrickcarmo01 @XiaomiBrasil Se ela vier antes da vacina do covid-19 neh kkkkkkkkkkkkkk,Neutro
399,MetroJornal,"Evento com Pazuello descumpre decreto contra covid-19 e vigilância é acionada

https://t.co/YzvHdj4uqF",Neutro
400,Vivergoias,"Covid-19: todas as regiões de São Paulo estão na fase amarela
https://t.co/96TrHvbz17",Neutro
401,SICNoticias,Covid-19. Mais de 9.000 casos registados em França pelo segundo dia consecutivo https://t.co/LESdL845iC,Negativo
402,CltheGodfather,"@rgdo65 @GustaSilvaCRF @futebol_info Botafogo e Fluminense usaram da Covid-19 uma muleta para justificar a sua incapacidade,não se prepararam a aproveitaram a Covid-19 e deram como desculpas o vidas importam mais que futebol. Tem que ser muito clubista ou burro demais para não enxergar.",Negativo
403,JhoneAlves18,"@MauMeirelles Pergunta não respondida no post anterior. 
Qual a relação entre ficar em casa para se previnir de contrair Covid-19 e o preço do arroz? 

Lembrando que tenho consciência que muitos não tem opção e saem pra trabalhar e outros são cuzão e furam porque querem mesmo.",Neutro
404,duduksng,"E se a covid-19 for um mecanismo da natureza pra diminuir o consumo de carne? 🤷‍♂️
https://t.co/gHw2ZIYkSw",Neutro
405,outroARTistico,Ai sabe qq eu queria agora? Um potão de sorvete e uma vacina contra o COVID-19,Neutro
406,angelmafeee,Pelo direito ao voto facultativo nas eleições 2020 por conta da COVID-19! - Assine a petição! https://t.co/zexB2I918q via @change_br,Neutro
407,butantanoficial,"O fim da semana chegou, mas a pandemia ainda não acabou! ☝️

Por isso, é muito importante manter o distanciamento social e todas as medidas de prevenção contra a COVID-19 para evitar a disseminação do vírus. Aproveitem o período de descanso com responsabilidade! 😉

#sextou https://t.co/mqYOF8vS7G",Neutro
408,blogdovalente,"O anúncio foi publicado no Diário Oficial do Estado, nesta sexta-feira (11), e pode ser entregue enquanto durar a pandemia de Covid-19. https://t.co/oJYPKtBV2K",Neutro
409,Tsavkko,"Covid-19: Relatoria da ONU acena que Brasil teria violado obrigações legais...

https://t.co/bXfsGdEpot

via @JamilChade",Negativo
410,Covid_19DC,"Pesquisa realizada pelo coletivo @VoteLGBT, em parceria com a @BOX1824, @UFMG e @UnicampOficial, buscou mapear as maiores dificuldades enfrentadas pela comunidade LGBT+ durante a pandemia de COVID-19

https://t.co/ZZdnaWcdhr https://t.co/HbIAAAeY28",Negativo
411,evamarlopes,Confira COVID-19: Mais três parques ecológicos serão reabertos em Belo Horizonte https://t.co/31eHyCK6Qd,Neutro
412,portalcatve,"Para combater a Covid-19, Hemepar lança campanha de doação de plasma https://t.co/f9chXCgTpL",Positivo
413,igarape_org,🗺️Saiba mais sobre a importância dos mapas na compreensão de nosso mundo em mudança 🗺️: https://t.co/MTtg54xPto,Neutro
414,busaocuritiba,Hospital de Clínicas anuncia que vai ampliar número de voluntários que irão testar vacina da Covid-19 https://t.co/hrabkarYlu via @busaocuritiba,Neutro
416,MathiasFlavia,"Hoje é o dia perfeito pra deitar no colo de uma pessoa específica e falar nada, só ouvir. Te odeio covid-19 😔",Negativo
417,pensarpiaui,Corpo de vítima da Covid-19 é trocado e família faz 2 enterros https://t.co/k4LfK6BzD2,Negativo
418,SCezarp,Eliana Calmon defende união no combate à corrupção https://t.co/Ifyod4k45d,Positivo
420,oitalindo,"A Secretaria da Saúde do Ceará notificou a universidade particular onde ocorreu o evento c/ os ministros Pazuello e Damares por descumprir as medidas de prevenção à covid-19. ""Ao chegar ao local, a equipe verificou aglomeração e pessoas circulando sem máscara de proteção.""",Negativo
421,josybreda,"Covid-19 deixa sequelas nos pulmões e coração que podem melhorar com o tempo, diz estudo https://t.co/6FzUQ4BeNi",Negativo
424,tah_viapiana,Acabei de perder um tio para a Covid-19. Se cuidem e cuidem dos seus 😢,Negativo
428,wasluar,"Como se proteger da covid-19 no ônibus, no trem e no metrô – https://t.co/nGzGvA7tUS https://t.co/dZ5lVZaQfA",Neutro
429,fabiobarrospe,"A convenção será transmitida pela internet, através das nossas redes sociais (Youtube, Facebook e Instagram), respeitando todos os protocolos sanitários, em virtude da pandemia da Covid 19.
⠀
Contamos com a participação de todos!!",Neutro
430,rute_cst,"@auaudempeo Cobra essas mortes do PCC da China e do STF. Até parece que só houve mortes por Covid-19 no Brasil! Pandemia significa enfermidade amplamente disseminada no mundo inteiro. Todas as vidas perdidas importam, e comparar um atentado  com a Pandemia é muita hipocrisia.",Negativo
431,starkeyworld,"storm se passa em 2020, e todos os personagens têm entre 21-22 anos. não acho que seja necessário skjdkd mas vale retratar que não vou abordar sobre a pandemia da covid-19 na história, ou seja, é como se ela não existisse",Neutro
434,SICNoticias,Covid-19. Equipas multidisciplinares vão visitar todos os lares nos próximos dois meses https://t.co/OTyUbaGmTC,Neutro
437,4oito,Covid-19: Criciúma com 82 óbitos. Oito em cinco dias https://t.co/iZtJ9OraDr,Negativo
444,Tici_Tavares,"Claro! O povo precisa comer! Só Brasil mesmo pra essa palhaçada durar tudo isso. Porra! E se tiver carnaval ano que vem eu lavo minhas mãos. Esse povo tem que se foder mesmo!

""Covid-19: Número de pessoas rigorosamente isoladas cai, diz IBGE""  https://t.co/c50SIaWs6N",Negativo
446,blogdofm_,Covid-19: 242 pacientes estão internados em leitos críticos e clínicos no RN https://t.co/IMPWJcj9zz,Negativo
449,Cidadeportal,Toledo reforça fiscalização em empresas para conter pandemia de Covid-19 / https://t.co/KvLZTbIicg,Neutro
451,DavidCarvalhoC,O único que deu a mão foi o que noticiaram na semana como positivo para Covid-19. #vaientender. https://t.co/Q4ylUfCrlq,Neutro
466,GarotoSkywalker,"Meu paladar foi afetado e sinto meu corpo lento como se estivesse ""chapado"", assim como os outros infectados curados relataram. Eu fiquei de cama, mas não achei que fosse COVID-19. Aliás, eu fiquei assim após ir em uma noite no Hospital da minha cidade.",Negativo
467,DrMarcioDantas,Desafios na Prática da Medicina Sexual na Época do COVID-19 https://t.co/frBbjhR18T #sexualidade #saudesexual #sexhealth #covid #coronavirus #covid19 #medicina #saudedohomem #saudedamulher,Neutro
468,PortalBandaB,"Para combater a Covid-19, Hemepar lança campanha de doação de plasma com curados
https://t.co/O1ERblFfRs",Positivo
476,Metropoles,"Um levantamento da Anistia Internacional constatou que pelo menos 634 trabalhadores da saúde morreram no Brasil depois de contrair a Covid-19, doença causada pelo novo coronavírus. O número é 50% maior do que o divulgado pelo governo brasileiro. https://t.co/hEOg1LJX0s",Negativo
477,blogdorigon,"Paraná passa de 149 mil casos e 3,7 mortes por covid-19 https://t.co/jjP8xwtZNH",Negativo
484,empresariojoao,"@ErgaPfizer Poderia pedir, uma parte, também para o Vaticano.
Não soube de nada que o pontífice fizesse pelas vítimas da covid-19.
Ele está mais preocupado com os tesouros da Amazônia.",Neutro
487,Lusa_noticias,Covid-19: Cabo Verde regista recorde de 94 casos diários e mais uma morte - https://t.co/RRAMUd4ykc https://t.co/MugAQ4uQsh,Negativo
490,JornalONacional,"🔴 Covid-19: Passo Fundo ultrapassa total de 140 mortes
🔴 https://t.co/1taXhxS0Ue https://t.co/MIE1jKDaxF",Negativo
494,DCarferdanny,@_passageira_ Bah Guria q loucura... e tem a questão da higienização... covid-19... Ainda bem q é na parte de ar livre da casa... mas todo cuidado é pouco🤓😷,Neutro
495,souza140neve,"@RonaldoMatiasP Pior q a COVID-19? Só no RJ já  morreram + de 10 mil .
Associo estas mortes ( grande número) por coronavírus, aos dirigentes de países q não utilizaram  projeto de contenção eficaz ,p o não  avanço da doença .
Criminosos.",Negativo
503,governo_go,"Passamos dos 160 mil casos de pessoas contaminadas com o novo coronavírus em Goiás. Apenas nas últimas 24 horas, foram registrados 3.838 novos casos e 90 mortes pela Covid-19 no Estado. Por isso, não é hora de relaxar os cuidados. Previna-se! #GoiásContraCoronavírus https://t.co/mao1iNAkT9",Negativo
504,TelevisaodoSul,Moura já recuperou 136 pessoas. - https://t.co/BNtMjiiKm6,Positivo
511,julioaraujo_,#adpfquilombola Quilombolas vão ao STF exigir ações do governo federal contra a Covid-19 https://t.co/X6gLTkRZ6k via @socioambiental,Neutro
